processors:2,works:100,duration_sec:0.0686728,startCriterion:60602,bestCriterion:27437
processors:2,works:100,duration_sec:0.0309576,startCriterion:60602,bestCriterion:27378
processors:2,works:100,duration_sec:0.0403011,startCriterion:60602,bestCriterion:27384
processors:2,works:100,duration_sec:0.0419795,startCriterion:60602,bestCriterion:27863
processors:2,works:100,duration_sec:0.0639137,startCriterion:60602,bestCriterion:27408
processors:2,works:200,duration_sec:0.0513463,startCriterion:249773,bestCriterion:115707
processors:2,works:200,duration_sec:0.0641133,startCriterion:249773,bestCriterion:115472
processors:2,works:200,duration_sec:0.0886441,startCriterion:249773,bestCriterion:115557
processors:2,works:200,duration_sec:0.0503454,startCriterion:249773,bestCriterion:114839
processors:2,works:200,duration_sec:0.0688394,startCriterion:249773,bestCriterion:114773
processors:2,works:400,duration_sec:0.105481,startCriterion:994138,bestCriterion:465236
processors:2,works:400,duration_sec:0.0816302,startCriterion:994138,bestCriterion:472329
processors:2,works:400,duration_sec:0.135373,startCriterion:994138,bestCriterion:466891
processors:2,works:400,duration_sec:0.0537298,startCriterion:1014807,bestCriterion:481740
processors:2,works:400,duration_sec:0.0679405,startCriterion:1014807,bestCriterion:481237
processors:2,works:750,duration_sec:0.328957,startCriterion:3574191,bestCriterion:1699789
processors:2,works:750,duration_sec:0.150991,startCriterion:3574191,bestCriterion:1700358
processors:2,works:750,duration_sec:0.0851992,startCriterion:3574191,bestCriterion:1719432
processors:2,works:750,duration_sec:0.211821,startCriterion:3574191,bestCriterion:1707567
processors:2,works:750,duration_sec:0.167171,startCriterion:3574191,bestCriterion:1710153
processors:2,works:1250,duration_sec:0.150039,startCriterion:9774099,bestCriterion:4747716
processors:2,works:1250,duration_sec:0.207941,startCriterion:9774099,bestCriterion:4720806
processors:2,works:1250,duration_sec:0.191834,startCriterion:9774099,bestCriterion:4760391
processors:2,works:1250,duration_sec:0.309559,startCriterion:9774099,bestCriterion:4727210
processors:2,works:1250,duration_sec:0.244649,startCriterion:9795443,bestCriterion:4746336
processors:2,works:1500,duration_sec:0.646255,startCriterion:14114655,bestCriterion:6800312
processors:2,works:1500,duration_sec:0.249788,startCriterion:14114655,bestCriterion:6836126
